# matrix size, time neopt, time opt_f, time opt_m, time blas
400 2.010530 0.113399 0.987932 0.037306
600 6.414995 0.379873 3.137248 0.122368
800 15.292283 0.873253 7.062054 0.283076
1000 27.072842 1.698734 13.475439 0.549706
1200 51.862034 3.056829 23.591396 0.946191
1400 91.395645 5.926602 37.799946 1.495343
1600 160.552216 9.281928 56.401836 2.187721
