# matrix size, time neopt, time opt_f, time opt_m, time blas
400 2.002356 0.364311 0.321611 0.037264
600 6.233183 2.809356 1.061974 0.121533
800 14.592744 2.825588 2.439467 0.283852
1000 26.934896 5.873053 4.466309 0.550141
1200 48.891876 9.832190 7.916094 0.946439
1400 92.119789 20.252075 13.395877 1.496013
1600 162.092712 35.672630 20.479240 2.173436
